,geneid,chr,left,right
46889,cg02297616,1,40027727,40027728
46890,cg02297709,1,158426294,158426295
46892,cg02297801,1,1700523,1700524
46895,cg02297869,1,35507662,35507663
46897,cg02297936,19,13069599,13069600
46899,cg02298012,15,64426648,64426649
46901,cg02298059,1,216525270,216525271
46908,cg02298360,1,16406009,16406010
46909,cg02298401,21,46113047,46113048
46911,cg02298523,19,55596731,55596732
46912,cg02298525,1,231662646,231662647
46913,cg02298570,19,2791764,2791765
46919,cg02298956,19,62680946,62680947
46926,cg02299279,15,72540840,72540841
46928,cg02299360,1,201541949,201541950
46931,cg02299542,1,45013883,45013884
46933,cg02299584,21,37367838,37367839
46934,cg02299586,1,26505718,26505719
46936,cg02299937,19,45057928,45057929
46939,cg02299950,1,3077497,3077498
46948,cg02300356,1,2017843,2017844
46952,cg02300576,1,3197231,3197232
46956,cg02300764,19,38704376,38704377
46959,cg02300825,19,1447416,1447417
46968,cg02301193,1,90039789,90039790
46981,cg02301740,19,8665930,8665931
46983,cg02301754,1,149415994,149415995
46990,cg02301978,19,7020707,7020708
46992,cg02302043,19,4939178,4939179
46996,cg02302165,1,177017911,177017912
47003,cg02302795,1,244206973,244206974
47014,cg02303361,19,52046080,52046081
47016,cg02303399,1,151441872,151441873
47018,cg02303538,1,177465715,177465716
47026,cg02303801,1,3389178,3389179
47028,cg02303807,1,31140182,31140183
47043,cg02304233,1,145537146,145537147
47058,cg02304824,1,100715849,100715850
47061,cg02304930,1,208472189,208472190
47064,cg02305064,1,156282017,156282018
47067,cg02305149,19,2770808,2770809
47068,cg02305164,19,1749227,1749228
47075,cg02305412,1,114433195,114433196
47076,cg02305471,19,15987346,15987347
47078,cg02305590,1,159945225,159945226
47080,cg02305651,19,5948013,5948014
47083,cg02305723,15,22644549,22644550
47090,cg02306127,19,41849762,41849763
47096,cg02306493,19,12905967,12905968
47103,cg02306730,19,43801296,43801297
47111,cg02307130,19,44722680,44722681
47113,cg02307165,19,13134910,13134911
47120,cg02307537,1,26367116,26367117
47123,cg02307597,19,17263942,17263943
47132,cg02308112,1,226337917,226337918
47142,cg02308560,19,1022176,1022177
47152,cg02309029,19,56964651,56964652
47155,cg02309273,1,38185331,38185332
47157,cg02309325,19,5977993,5977994
47161,cg02309594,1,31856916,31856917
47162,cg02309609,15,64705351,64705352
47163,cg02309627,19,37407225,37407226
47164,cg02309655,19,2539629,2539630
47170,cg02309868,19,40432841,40432842
47183,cg02310645,15,57311301,57311302
47205,cg02311540,15,73817620,73817621
47211,cg02311794,15,84103975,84103976
47218,cg02312175,15,26013707,26013708
47219,cg02312326,1,155050496,155050497
47228,cg02312594,19,1535571,1535572
47230,cg02312712,19,53900942,53900943
47236,cg02313130,1,221921070,221921071
47242,cg02313495,15,38185299,38185300
47253,cg02313986,15,38459333,38459334
47254,cg02314091,19,40898971,40898972
47257,cg02314308,1,182273595,182273596
47259,cg02314348,15,89025047,89025048
47268,cg02314835,15,49701584,49701585
47270,cg02314896,19,53751614,53751615
47273,cg02315113,1,171950668,171950669
47274,cg02315187,21,45142341,45142342
47280,cg02315483,19,49178969,49178970
47284,cg02315597,19,57290811,57290812
47296,cg02316216,19,11511799,11511800
47301,cg02316713,21,42492628,42492629
47303,cg02316735,19,17310042,17310043
47307,cg02317055,19,10033712,10033713
47324,cg02317907,1,68288376,68288377
47335,cg02318527,19,46009909,46009910
47341,cg02318784,15,24795920,24795921
47345,cg02318926,15,81743349,81743350
47361,cg02319453,19,15211307,15211308
47363,cg02319549,19,10324037,10324038
47367,cg02319818,19,44310112,44310113
47370,cg02319972,15,60586187,60586188
47371,cg02319986,19,8474712,8474713
47372,cg02319988,19,55072596,55072597
47373,cg02319990,15,73428582,73428583
47399,cg02321289,15,61237393,61237394
47405,cg02321885,19,10893537,10893538
47407,cg02322048,19,3597574,3597575
47419,cg02322653,19,9157688,9157689
47438,cg02323779,19,53486232,53486233
47440,cg02324006,19,1031034,1031035
47451,cg02324547,15,78241144,78241145
47455,cg02324774,19,55671933,55671934
47463,cg02325243,19,19590568,19590569
47473,cg02325880,1,84744338,84744339
47476,cg02326032,15,48433642,48433643
47479,cg02326224,15,79261506,79261507
47482,cg02326301,1,226717029,226717030
47484,cg02326386,19,2036286,2036287
47487,cg02326551,1,882567,882568
47490,cg02326796,15,20638416,20638417
47491,cg02326806,15,94688465,94688466
47492,cg02326858,1,149520583,149520584
47503,cg02327465,1,234625880,234625881
47505,cg02327522,19,14494030,14494031
47511,cg02327719,1,26057973,26057974
47514,cg02327894,19,6430667,6430668
47516,cg02328010,1,235273105,235273106
47517,cg02328016,15,33209638,33209639
47520,cg02328221,19,50870228,50870229
47525,cg02328326,15,65825984,65825985
47528,cg02328440,1,233880462,233880463
47531,cg02328660,1,3379604,3379605
47532,cg02328713,1,2694214,2694215
47535,cg02328793,1,6368821,6368822
47539,cg02329010,19,4324196,4324197
47542,cg02329140,1,230735373,230735374
47544,cg02329205,15,98091651,98091652
47548,cg02329430,15,71708438,71708439
47557,cg02329886,15,48345209,48345210
47565,cg02330214,1,13898803,13898804
47568,cg02330271,19,4786716,4786717
47569,cg02330339,15,38345539,38345540
47572,cg02330371,15,19645157,19645158
47576,cg02330494,15,39573897,39573898
47578,cg02330501,1,2987269,2987270
47581,cg02330683,15,39575232,39575233
47590,cg02331143,1,41900630,41900631
47604,cg02331673,1,1092252,1092253
47605,cg02331769,1,41260527,41260528
47606,cg02331772,1,98899657,98899658
47608,cg02331808,15,27088694,27088695
47613,cg02331910,1,151866455,151866456
47617,cg02332117,1,151806028,151806029
47618,cg02332123,1,246375557,246375558
47628,cg02332577,1,155372747,155372748
47638,cg02333202,1,153506051,153506052
47647,cg02333588,1,3342690,3342691
47653,cg02333792,15,77056790,77056791
47660,cg02334109,15,23595143,23595144
47666,cg02334370,1,11674368,11674369
47671,cg02334669,1,2098608,2098609
47673,cg02334770,1,1180661,1180662
47675,cg02334775,15,86983680,86983681
47703,cg02335988,1,10738023,10738024
47713,cg02336334,19,58934055,58934056
47714,cg02336364,1,24637287,24637288
47732,cg02337283,19,10460976,10460977
47735,cg02337388,19,3114114,3114115
47739,cg02337583,1,202030121,202030122
47743,cg02337695,19,54277031,54277032
47745,cg02337836,1,110012164,110012165
47749,cg02337960,19,17239645,17239646
47753,cg02338191,15,48988117,48988118
47755,cg02338271,1,170134738,170134739
47758,cg02338487,19,52875559,52875560
47763,cg02338858,1,9925532,9925533
47766,cg02338963,1,53480510,53480511
47767,cg02338965,1,11398588,11398589
47772,cg02339198,19,57385782,57385783
47774,cg02339243,19,8671253,8671254
47776,cg02339298,21,32906776,32906777
47779,cg02339465,15,46453145,46453146
47782,cg02339592,1,180222548,180222549
47783,cg02339674,1,59020191,59020192
47789,cg02339888,1,67634924,67634925
47794,cg02340056,19,59833791,59833792
47796,cg02340083,1,50654593,50654594
47800,cg02340223,19,35630680,35630681
47813,cg02340851,1,148472761,148472762
47818,cg02341090,19,40958157,40958158
47822,cg02341197,21,33107797,33107798
47823,cg02341264,1,957830,957831
47826,cg02341480,1,233334097,233334098
47829,cg02341559,1,67375762,67375763
47830,cg02341571,15,42756227,42756228
47838,cg02341759,15,84486283,84486284
47839,cg02341811,1,153201251,153201252
47843,cg02342130,15,33171421,33171422
47844,cg02342148,1,93917811,93917812
47845,cg02342257,1,3525732,3525733
47847,cg02342362,19,12653713,12653714
47855,cg02342791,15,29296235,29296236
47858,cg02342906,1,10656445,10656446
47861,cg02343008,21,44902157,44902158
47866,cg02343275,1,210655695,210655696
47867,cg02343318,19,42021338,42021339
47874,cg02343604,1,23757290,23757291
47875,cg02343628,15,91591918,91591919
47880,cg02343803,19,62991939,62991940
47885,cg02343962,15,68020707,68020708
47890,cg02344201,19,18493488,18493489
47906,cg02344833,19,63237097,63237098
47908,cg02344868,19,44382849,44382850
47919,cg02345146,1,85285545,85285546
47921,cg02345247,15,98621685,98621686
47930,cg02345758,19,61040931,61040932
47937,cg02346043,15,72314413,72314414
47940,cg02346135,19,599389,599390
47949,cg02346706,15,99462748,99462749
47950,cg02346713,15,49175028,49175029
47957,cg02346997,19,7639883,7639884
47965,cg02347356,1,1972863,1972864
47982,cg02348151,21,33364127,33364128
47983,cg02348347,19,50627471,50627472
47986,cg02348449,19,63322241,63322242
47987,cg02348462,19,758147,758148
47994,cg02349096,19,11311198,11311199
47998,cg02349373,19,42973399,42973400
48001,cg02349578,15,39665162,39665163
48002,cg02349638,19,52544196,52544197
48005,cg02349739,19,55046636,55046637
48007,cg02349866,15,88192881,88192882
48010,cg02350107,19,48728884,48728885
48014,cg02350320,1,33318738,33318739
48020,cg02350677,19,23046221,23046222
48022,cg02350767,15,97068050,97068051
48041,cg02351437,15,72543872,72543873
48042,cg02351555,19,1477463,1477464
48043,cg02351575,15,58527171,58527172
48047,cg02351745,1,23636037,23636038
48048,cg02351761,15,73448293,73448294
48051,cg02351925,19,4721775,4721776
48052,cg02352107,15,74390791,74390792
48072,cg02352723,19,63358268,63358269
48074,cg02352949,15,21183441,21183442
48077,cg02353148,19,11531241,11531242
48082,cg02353376,21,33022168,33022169
48098,cg02354452,19,48667504,48667505
48107,cg02355049,19,54231887,54231888
48112,cg02355339,19,40209184,40209185
48113,cg02355411,19,54392239,54392240
48130,cg02356600,15,71132798,71132799
48135,cg02356786,1,241331639,241331640
48136,cg02356872,19,54309307,54309308
48138,cg02356993,15,24662569,24662570
48142,cg02357257,1,6607659,6607660
48144,cg02357336,1,87389730,87389731
48149,cg02357508,15,38118433,38118434
48152,cg02357637,15,98086498,98086499
48155,cg02357725,15,73719653,73719654
48156,cg02357741,19,60505151,60505152
48161,cg02358111,1,32444039,32444040
48164,cg02358172,15,79403541,79403542
48166,cg02358251,15,70310860,70310861
48179,cg02358804,19,41411052,41411053
48185,cg02359160,1,44962462,44962463
48186,cg02359181,19,39552179,39552180
48187,cg02359186,19,1358997,1358998
48198,cg02359773,19,50999686,50999687
48210,cg02360367,1,2169887,2169888
48213,cg02360478,1,9521519,9521520
48214,cg02360514,19,50667830,50667831
48217,cg02360616,1,183209678,183209679
48218,cg02360676,19,369205,369206
48221,cg02360862,1,224478577,224478578
48225,cg02360980,15,39591575,39591576
48228,cg02361306,19,40632301,40632302
48229,cg02361363,1,43946165,43946166
48232,cg02361458,1,56884099,56884100
48233,cg02361459,15,22989075,22989076
48235,cg02361557,1,107484486,107484487
48239,cg02361781,15,49831023,49831024
48240,cg02361803,1,2004231,2004232
48241,cg02361878,1,163592951,163592952
48242,cg02361881,1,142114868,142114869
48243,cg02361903,1,110254139,110254140
48244,cg02361984,15,67646870,67646871
48247,cg02362103,1,119334296,119334297
48252,cg02362385,19,19600192,19600193
48257,cg02362505,1,184197599,184197600
48261,cg02362686,1,148788028,148788029
48264,cg02362848,1,33621373,33621374
48283,cg02363950,1,154943417,154943418
48285,cg02363969,19,60739887,60739888
48286,cg02364038,19,748109,748110
48288,cg02364276,19,9132301,9132302
48292,cg02364408,19,16488498,16488499
48295,cg02364551,1,47948705,47948706
48298,cg02364703,15,72152154,72152155
48304,cg02364942,21,14509909,14509910
48309,cg02365086,1,27573758,27573759
48310,cg02365220,15,48261361,48261362
48313,cg02365397,15,38361268,38361269
48317,cg02365577,19,43177977,43177978
48320,cg02365739,1,223729298,223729299
48323,cg02365767,19,49696580,49696581
48327,cg02365918,1,229540336,229540337
48329,cg02365967,15,26146975,26146976
48334,cg02366228,19,38359081,38359082
48340,cg02366479,1,233597434,233597435
48344,cg02366575,1,91738895,91738896
48352,cg02366856,15,35026497,35026498
48364,cg02367655,1,176331246,176331247
48369,cg02367723,1,46151444,46151445
48370,cg02367736,1,218988293,218988294
48371,cg02367828,1,1861893,1861894
48375,cg02367916,19,60116111,60116112
48376,cg02367918,19,19150281,19150282
48377,cg02367921,1,40277116,40277117
48378,cg02367930,21,31852809,31852810
48381,cg02368058,1,90964311,90964312
48387,cg02368428,19,1767405,1767406
48392,cg02368587,1,224802007,224802008
48399,cg02368820,1,3042361,3042362
48400,cg02368869,1,204410621,204410622
48401,cg02368874,1,41100418,41100419
48402,cg02369015,19,2653924,2653925
48404,cg02369028,19,1319995,1319996
48405,cg02369052,15,90742930,90742931
48409,cg02369193,19,11448407,11448408
48414,cg02369542,1,40892527,40892528
48422,cg02369907,15,88696257,88696258
48427,cg02370100,21,42528325,42528326
48433,cg02370417,19,42098900,42098901
48435,cg02370529,19,55579991,55579992
48436,cg02370551,19,844230,844231
48439,cg02370644,19,2290509,2290510
48454,cg02371040,19,8803841,8803842
48460,cg02371363,15,71404594,71404595
48462,cg02371376,15,75101461,75101462
48463,cg02371397,15,31586672,31586673
48466,cg02371464,1,158307291,158307292
48470,cg02371777,19,54243829,54243830
48481,cg02372201,19,46416992,46416993
48484,cg02372283,19,62393692,62393693
48499,cg02372889,19,40939363,40939364
48517,cg02374868,19,19640560,19640561
48519,cg02374934,15,39016028,39016029
48520,cg02374944,15,89264097,89264098
48527,cg02375201,1,26987262,26987263
48530,cg02375258,19,56766282,56766283
48537,cg02375503,15,67378164,67378165
48542,cg02376097,19,50967006,50967007
48545,cg02376178,19,1920988,1920989
48547,cg02376269,15,41185638,41185639
48555,cg02376650,19,6311197,6311198
48574,cg02377544,15,35175651,35175652
48586,cg02378208,15,97800047,97800048
48587,cg02378269,15,38484883,38484884
48595,cg02378847,15,72209803,72209804
48619,cg02380236,15,19884552,19884553
48622,cg02380521,19,17723130,17723131
48635,cg02380983,19,53259883,53259884
48641,cg02381279,19,16255366,16255367
48643,cg02381385,19,56697000,56697001
48647,cg02381521,21,41697804,41697805
48660,cg02382044,15,49908456,49908457
48683,cg02383368,19,7590468,7590469
48685,cg02383626,19,18316508,18316509
48691,cg02383835,19,2986867,2986868
48694,cg02384122,19,18312192,18312193
48702,cg02384543,19,63571669,63571670
48709,cg02384859,15,72649715,72649716
48716,cg02385167,19,7471757,7471758
48720,cg02385474,1,231461420,231461421
48722,cg02385661,19,13076729,13076730
48726,cg02385791,19,42652382,42652383
48728,cg02385820,19,44051566,44051567
48746,cg02386644,19,49308747,49308748
48748,cg02386723,1,1193030,1193031
48749,cg02386725,1,160734379,160734380
48750,cg02386822,1,153429495,153429496
48754,cg02386921,1,26105622,26105623
48761,cg02387368,1,45539932,45539933
48766,cg02387474,1,8685593,8685594
48788,cg02388245,1,153514234,153514235
48795,cg02388453,15,34871954,34871955
48797,cg02388488,1,243591744,243591745
48798,cg02388500,1,7216805,7216806
48802,cg02388783,1,149521243,149521244
48806,cg02388865,1,26609905,26609906
48820,cg02389270,19,18578781,18578782
48834,cg02389877,15,66370654,66370655
48841,cg02390115,1,21639798,21639799
48842,cg02390188,19,10663968,10663969
48844,cg02390241,19,1457255,1457256
48847,cg02390319,1,3300128,3300129
48850,cg02390515,1,10161777,10161778
48859,cg02390801,15,72315618,72315619
48864,cg02391400,1,235098735,235098736
48866,cg02391432,1,27972157,27972158
48868,cg02391441,19,42585821,42585822
48871,cg02391549,19,8952983,8952984
48877,cg02391922,15,58624569,58624570
48878,cg02392025,19,61350314,61350315
48883,cg02392228,19,4474345,4474346
48886,cg02392395,1,56332407,56332408
48888,cg02392553,1,55234862,55234863
48890,cg02392619,1,211191253,211191254
48896,cg02392774,1,52936728,52936729
48900,cg02392882,15,26830920,26830921
48906,cg02393107,1,2505552,2505553
48907,cg02393114,19,1192627,1192628
48911,cg02393447,15,62904660,62904661
48918,cg02393535,19,10954459,10954460
48919,cg02393591,15,25918210,25918211
48924,cg02393684,1,147410785,147410786
48925,cg02393699,1,2096480,2096481
48930,cg02393845,1,196154061,196154062
48933,cg02394110,1,25446580,25446581
48935,cg02394186,1,6011137,6011138
48937,cg02394247,1,2826503,2826504
48942,cg02394421,1,72523090,72523091
48945,cg02394578,1,195457989,195457990
48946,cg02394686,19,60664911,60664912
48951,cg02394812,15,41879780,41879781
48954,cg02394978,1,15446153,15446154
48959,cg02395088,1,199236374,199236375
48961,cg02395127,15,72892040,72892041
48963,cg02395184,1,18304987,18304988
48964,cg02395245,19,2986327,2986328
48965,cg02395280,15,67393650,67393651
48968,cg02395363,1,144107203,144107204
48970,cg02395396,1,52207895,52207896
48972,cg02395441,19,47480088,47480089
48978,cg02395768,19,46637418,46637419
48983,cg02395863,1,239364838,239364839
48985,cg02395965,15,58480275,58480276
48992,cg02396143,1,28936099,28936100
48994,cg02396224,1,10621381,10621382
48997,cg02396668,19,55220690,55220691
49000,cg02396836,1,37553340,37553341
49002,cg02396888,1,30964333,30964334
49012,cg02397176,1,11674749,11674750
49021,cg02397514,1,925002,925003
49022,cg02397525,19,44357935,44357936
49029,cg02397727,1,26244887,26244888
49042,cg02398629,15,68070121,68070122
49044,cg02398682,1,32574815,32574816
49048,cg02398998,19,49949544,49949545
49065,cg02399469,19,62322930,62322931
49083,cg02400238,19,49199550,49199551
49089,cg02400458,15,78411660,78411661
49090,cg02400474,19,63534025,63534026
49093,cg02400565,19,46951075,46951076
49103,cg02400942,15,73793180,73793181
49110,cg02401352,15,87155342,87155343
49111,cg02401399,19,41215424,41215425
49125,cg02402024,19,39089795,39089796
49135,cg02402423,19,45947284,45947285
49139,cg02402565,15,55377322,55377323
49157,cg02403349,19,17277356,17277357
49170,cg02404349,15,58649548,58649549
49175,cg02404575,19,57929683,57929684
49192,cg02405503,15,66658792,66658793
49193,cg02405517,19,7890832,7890833
