,geneid,chr,left,right,symbol,synonyms
7410,ILMN_1721344,19,2022037,2047304,MOBKL2A,moblak
7412,ILMN_1721360,19,44206533,44215076,FBXO27,FBG5; Fbx27
7413,ILMN_1721391,1,44213189,44216558,ATP6V0B,HATPL; ATP6F; VMA16
7418,ILMN_1721459,21,45664059,45669413,C21orf123,MGC129884; MGC129885; PRED80
7422,ILMN_1721540,19,16789555,16789604,LOC284434,
7427,ILMN_1721575,15,38973920,38983464,VPS18,KIAA1475; PEP3
7428,ILMN_1721580,1,119227189,119333702,TBX15,TBX14
7429,ILMN_1721583,19,55676954,55677003,LOC284361,INM02; AAAS764; HSM1; HSS1; MGC33203
7431,ILMN_1721605,1,212521199,212577096,SMYD2,HSKM-B; MGC119305; ZMYND14
7434,ILMN_1721628,19,54313631,54313680,FLJ10490,
7457,ILMN_1721833,1,179324471,179326595,IER5,SBBI48
7469,ILMN_1721989,1,111793266,111806044,ATP5F1,MGC24431
7476,ILMN_1722059,19,5574164,5619488,SAFB,DKFZp779C1727; SAFB1; HET; HAP
7491,ILMN_1722218,19,59369210,59369259,LENG4,BB1
7500,ILMN_1722329,1,116044147,116112929,CASQ2,PDIB2
7507,ILMN_1722426,19,9157279,9160493,OR7D2,FLJ38149; HTPCRH03; OR19-10; OR19-4
7512,ILMN_1722489,21,42655462,42659713,TFF1,D21S21; BCEI; pNR-2; pS2; HP1.A; HPS2
7527,ILMN_1722634,19,54095119,54118340,NUCB1,DKFZp686A15286; NUC; FLJ40471
7529,ILMN_1722648,1,148161835,148166326,SF3B4,SF3b49; SAP49; MGC10828
7543,ILMN_1722753,1,145694956,145712108,GJA5,CX40; MGC11185
7544,ILMN_1722755,21,30892780,30893092,KRTAP6-2,KAP6.2
7547,ILMN_1722774,1,149415562,149429290,VPS72,TCFL1; Swc2; YL1; YL-1
7549,ILMN_1722788,1,176748833,176767316,C1orf49,DKFZP564J047; RP5-990P15.1; FLJ40199; MGC26863
7550,ILMN_1722789,19,313059,327009,THEG,MGC26138
7556,ILMN_1722826,19,3536569,3541434,GIPC3,
7560,ILMN_1722838,15,86803713,86811623,MRPL46,LIECG2; C15orf4; MGC22762; P2ECSL
7561,ILMN_1722845,1,52157425,52228936,RAB3B,
7562,ILMN_1722849,19,17573137,17647978,UNC13A,
7572,ILMN_1722905,15,86811688,86822499,MRPS11,HCC-2; FLJ23406; FLJ22512
7577,ILMN_1722981,1,221350207,221383247,TLR5,MGC126430; MGC126431; FLJ10052; TIL3
7581,ILMN_1723021,1,6203840,6218631,ICMT,MST098; PCMT; PCCMT; PPMT; HSTE14; MSTP098; MGC39955
7584,ILMN_1723048,1,226414049,226414098,GJA12,MGC105119; PMLDAR; CX46.6; Cx47
7587,ILMN_1723092,19,6415260,6418225,CRB3,MGC17303
7592,ILMN_1723117,1,200064911,200120045,IPO9,DKFZp761M1547; FLJ10402; Imp9
7594,ILMN_1723124,15,47235268,47409294,GALK2,GK2; MGC1745
7598,ILMN_1723185,19,11524858,11531051,ELOF1,MGC4549
7601,ILMN_1723235,19,5736155,5742194,DUS3L,FLJ13896; DUS3
7602,ILMN_1723253,19,49207513,49229100,ZNF222,
7608,ILMN_1723287,19,54484709,54520286,SLC6A16,NTT5
7612,ILMN_1723398,15,62244769,62435495,CSNK1G1,
7616,ILMN_1723436,1,205293243,205320991,PFKFB2,DKFZp781D2217; MGC138310; PFK-2/FBPase-2; MGC138308
7617,ILMN_1723439,1,53080771,53133258,ZYG11A,ZYG11
7621,ILMN_1723480,19,17374750,17377401,BST2,CD317
7623,ILMN_1723494,19,44061037,44082342,SIRT2,SIR2L2; SIR2L
7624,ILMN_1723520,1,156490551,156494680,CD1A,CD1
7625,ILMN_1723521,1,4614965,4743711,AJAP1,RP3-426F10.1; MOT8; SHREW1; SHREW-1
7628,ILMN_1723536,1,77934264,77998125,USP33,MGC16868; KIAA1097; VDU1
7629,ILMN_1723542,19,57790939,57795216,ZNF137,pHZ-30
7630,ILMN_1723568,1,211075895,211075944,LOC149643,
7634,ILMN_1723626,15,27001141,27234776,APBA2,X11L; MGC:14091; MGC99508; LIN-10; D15S1518E; HsT16821; MINT2
7635,ILMN_1723632,1,170677220,170679853,PIGC,GPI2; MGC2049
7636,ILMN_1723662,15,87432429,87546567,ABHD2,HS1-2; PHPS1-2; MGC111112; LABH2; MGC26249
7639,ILMN_1723684,1,157439721,157442914,DARC,FY; Dfy; CCBP1; GPD; CD234
7640,ILMN_1723689,19,5867154,5929151,RANBP3,DKFZp586I1520
7649,ILMN_1723834,1,46784208,46784257,FLJ32011,
7650,ILMN_1723837,1,110494631,110546347,SLC6A17,NTT4
7654,ILMN_1723874,21,34367687,34437198,MRPS6,RPMS6; C21orf101; MRP-S6
7660,ILMN_1723912,1,78858676,78881072,IFI44L,C1orf29; GS3686
7674,ILMN_1724066,15,38367392,38387466,PLCB2,
7681,ILMN_1724158,19,19872755,19907860,ZNF93,ZNF505; HTF34; HPF34; TF34
7687,ILMN_1724207,15,38484978,38498355,IVD,ACAD2
7701,ILMN_1724324,19,45546425,45576230,PLD3,HU-K4
7718,ILMN_1724422,1,167926434,167947461,SELL,Leu-8; LSEL; LNHR; LAM1; LECAM1; hLHRc; LAM-1; TQ1; PLNHR; CD62L; Lyam-1; LYAM1
7720,ILMN_1724427,1,157013096,157014049,OR6N2,OR1-23
7727,ILMN_1724493,15,49802554,49817608,LYSMD2,MGC35274; DKFZp686I2243
7736,ILMN_1724581,15,72710110,72710159,LSM16,LSM16; EDC3; FLJ31777; FLJ21128; YJDC
7746,ILMN_1724709,19,56686293,56696813,SIGLEC12,Siglec-XII; FLJ38600; SLG; Siglec-12; S2V; SIGLECL1; Siglec-L1
7753,ILMN_1724774,19,55817048,55863466,SYT3,DKFZp761O132; SytIII
7755,ILMN_1724799,1,20338406,20349466,PLA2G2F,FLJ25429; FLJ36326
7764,ILMN_1724863,19,4766944,4782716,TICAM1,TRIF; MGC35334; TICAM-1; PRVTIRB
7765,ILMN_1724873,1,156634936,156635880,OR10T2,OR1-3
7773,ILMN_1724946,15,38923538,38937144,SPINT1,MANSC2; HAI1; HAI
7778,ILMN_1725043,15,41410217,41428900,ADAL,FLJ44620; DKFZp313B2137
7780,ILMN_1725072,19,37588536,37667076,DPY19L3,DKFZp686J17135
7787,ILMN_1725172,1,153526254,153537843,PKLR,PKL; PK1; RPK
7789,ILMN_1725183,1,233597351,233678901,TBCE,KCS; KCS1; pac2; HRD
7793,ILMN_1725234,15,49287546,49418099,CYP19A1,P-450AROM; ARO; ARO1; CYP19; MGC104309; CYAR; CPV1
7801,ILMN_1725271,1,27591739,27594900,GPR3,ACCA
7807,ILMN_1725314,1,89244948,89261137,GBP3,FLJ10961
7810,ILMN_1725366,19,63701516,63715244,SLC27A5,ACSVL6; VLCSH2; VLACSR; FATP5; FACVL3; VLCS-H2; FLJ22987; ACSB
7814,ILMN_1725496,1,5974113,6083840,KCNAB2,HKvbeta2.2; AKR6A5; MGC117289; HKvbeta2; KV-BETA-2; KCNA2B; HKvbeta2.1
7815,ILMN_1725510,1,55087888,55125509,DHCR24,seladin-1; SELADIN1; KIAA0018; Nbla03646
7816,ILMN_1725518,19,10064015,10074472,ANGPTL6,AGF; ARP5
7820,ILMN_1725534,19,43830167,43913010,ACTN4,DKFZp686K23158; FSGS1; FSGS
7829,ILMN_1725642,21,45049960,45062472,SUMO3,SMT3H1; SMT3A; SUMO-3
7838,ILMN_1725700,1,113018632,113044884,MOV10,DKFZp667O1423; FLJ32791; gb110; KIAA1631
7839,ILMN_1725705,19,6312463,6319915,CLPP,
7841,ILMN_1725718,19,62872115,62882317,ZSCAN4,FLJ35105; ZNF494; MGC126789; MGC126787
7843,ILMN_1725738,1,46795677,46842497,MKNK1,MNK1
7847,ILMN_1725787,19,13933353,13978097,RFX1,EF-C
7849,ILMN_1725814,1,205137412,205157788,IL24,IL-24; ST16; MDA7; mda-7; C49A; FISP; Mob-5; IL10B
7850,ILMN_1725831,19,5510775,5510824,PLAC2,FLJ90734
7852,ILMN_1725852,1,151800220,151806990,S100A2,S100L; CAN19; MGC111539
7853,ILMN_1725862,15,61583863,61670712,USP3,MGC129879; UBP; MGC129878; SIH003
7854,ILMN_1725870,1,64442078,64505479,UBE2U,RP4-636O23.1; MGC35130
7858,ILMN_1725912,19,56224160,56229960,KLK12,MGC42603; KLKL5; KLK-L5; DKFZp686H1078
7860,ILMN_1725971,1,203318880,203320211,TMEM81,HC3107; UNQ2788; KVLA2788; MGC75217
7862,ILMN_1726023,1,181135624,181189176,C1orf14,MGC48296; SHCBP1L; GE36; MGC26911
7864,ILMN_1726030,1,52840632,52847310,GPX7,NPGPx; FLJ14777; GPX6; CL683
7865,ILMN_1726048,15,99347007,99347056,FLJ27465,
7866,ILMN_1726081,1,204148799,204179211,SLC26A9,
7869,ILMN_1726108,1,149204273,149214064,LASS2,SP260; MGC987; TMSG1; FLJ10243; L3
7870,ILMN_1726114,1,203893604,203916253,SLC45A3,IPCA-6; IPCA6; PRST; PCANAP6
7874,ILMN_1726181,19,10901560,10901609,LOC90580,
7881,ILMN_1726230,1,156564364,156567945,CD1B,a1 domain; MGC125991; CD1; MGC125990
7884,ILMN_1726250,19,16864765,16998625,CPAMD8,KIAA1283; K-CAP; FLJ90618; VIP
7891,ILMN_1726352,15,69176345,69862776,THSD4,FVSY9334; PRO34005; FLJ13710
7892,ILMN_1726359,1,201491494,201492228,NECAP1,DKFZP566B183; MGC131900
7894,ILMN_1726368,19,63262422,63272583,ZNF135,ZNF61; pT3; pHZ-17; ZNF78L1
7897,ILMN_1726391,21,25879839,25901672,MRPL39,PRED66; FLJ20451; MGC104174; MRP-L5; RPML5; C21orf92; MGC3400; L39mt; PRED22; MSTP003
7901,ILMN_1726420,1,55237205,55247052,BSND,MGC119283; BART; MGC119285; MGC119284
7904,ILMN_1726434,15,89274414,89298326,UNC45A,FLJ10043; SMAP-1; IRO039700; GC-UNC45
7913,ILMN_1726512,15,82945253,82967951,ZSCAN2,FLJ20595; ZFP29
7916,ILMN_1726545,19,59510165,59516221,LILRA5,LILRB7; CD85; LIR9; ILT11; CD85F
7917,ILMN_1726554,15,76517573,76580853,IREB2,IRP2AD; ACO3; FLJ23381; IRP2
7918,ILMN_1726565,19,18125016,18142343,PIK3R2,p85-BETA; P85B
7919,ILMN_1726574,1,173235194,173247786,CACYBP,PNAS-107; MGC87971; SIP; S100A6BP; GIG5; RP1-102G20.6
7920,ILMN_1726575,21,18195451,18561561,CHODL,C21orf68; FLJ12627; MT75; PRED12
7921,ILMN_1726578,19,19872755,19907860,ZNF93,ZNF505; HTF34; HPF34; TF34
7931,ILMN_1726659,19,2736506,2764588,THOP1,MEPD_HUMAN; MP78; EP24.15
7934,ILMN_1726704,1,15858951,15860804,RSC1A1,RS1
7936,ILMN_1726720,15,39412361,39460535,NUSAP1,LNP; FLJ13421; SAPL; BM037; PRO0310p1; Q0310; ANKT
7945,ILMN_1726798,1,20392260,20392309,UBXD3,FLJ25429
7950,ILMN_1726842,1,75003783,75003832,C1orf171,C1orf171; FLJ40918
7954,ILMN_1726906,19,55064107,55073528,AKT1S1,MGC2865; PRAS40; Lobe
7956,ILMN_1726924,19,53559469,53571439,SYNGR4,MGC125805
7957,ILMN_1726928,1,23579510,23623848,TCEA3,TFIIS.H; TFIIS
7964,ILMN_1727036,1,223741157,223907468,ENAH,NDPP1; MENA
7965,ILMN_1727040,1,44171579,44175471,ARTN,EVN; NBN
7967,ILMN_1727043,19,17527460,17554965,GLT25D1,FLJ22329; MGC117270
7971,ILMN_1727065,15,98702453,98702502,FLJ42289,FLJ32974
7985,ILMN_1727144,19,58484729,58485439,BIRC8,ILP2; hILP2; ILP-2
7991,ILMN_1727183,19,11952053,11952102,ZNF440L,ZNF; ZNF440L
7996,ILMN_1727205,1,17738917,17896956,ARHGEF10L,FLJ10521; KIAA1626; RP11-473A10.1; GrinchGEF
7998,ILMN_1727220,1,150648343,150653363,CRNN,SEP53; C1orf10; PDRC1
8009,ILMN_1727300,19,61344368,61364073,ZNF444,FLJ11137; EZF-2; EZF2; ZSCAN17
8010,ILMN_1727309,15,38815706,38815755,FAM82C,ptpip51; FLJ10579
8013,ILMN_1727332,1,28435198,28437196,ATPIF1,ATPIP; ATPI; MGC8898; MGC1167; IP
8020,ILMN_1727426,21,38673819,38955488,ERG,erg-3; p55
8021,ILMN_1727438,1,112114807,112333300,KCND3,KV4.3; KCND3S; KCND3L; KSHIVB; MGC142037; MGC142035
8022,ILMN_1727458,1,32530295,32571811,HDAC1,GON-10; DKFZp686H12203; HD1; RPD3; RPD3L1
8023,ILMN_1727459,1,52611090,52642719,ORC1L,HSORC1; ORC1; PARC1
8025,ILMN_1727479,1,3536433,3536482,FAM79A,RP11-46F15.3; FLJ21811
8029,ILMN_1727532,1,114323553,114326399,OLFML3,OLF44; HNOEL-iso
8030,ILMN_1727540,1,168030851,168088853,C1orf112,FLJ10706; MGC130018; MGC130019; FLJ13470; RP1-97P20.1
8033,ILMN_1727567,21,33320109,33323374,OLIG2,PRKCBP2; RACK17; OLIGO2; BHLHB1
8036,ILMN_1727589,19,53747241,53794495,SULT2B1,HSST2
8042,ILMN_1727663,19,49180195,49194317,ZNF155,pHZ-96; MGC161655
8045,ILMN_1727692,1,40079295,40121765,TRIT1,MGC149242; MGC149243; FLJ20061; IPT; MOD5
8048,ILMN_1727723,1,11008649,11029883,MASP2,sMAP; MASP-2; MAP19
8053,ILMN_1727753,1,205694293,205729859,CR2,CD21; SLEB9; C3DR
8055,ILMN_1727761,1,28867831,28918452,GMEB1,P96PIF; PIF96
8061,ILMN_1727813,1,166153930,166172902,BRP44,MGC125752; DKFZP564B167; MGC125753
8066,ILMN_1727850,1,110555588,110578188,KCNC4,KSHIIIC; KV3.4; MGC126818; HKSHIIIC
8069,ILMN_1727878,1,74436514,74782696,FPGT,GFPP
8080,ILMN_1728047,1,45789085,45808307,AKR1A1,ALR; ALDR1; MGC1380; MGC12529
8082,ILMN_1728049,1,151845986,151852183,S100A16,DT1P1A7; MGC17528; S100F; AAG13
8092,ILMN_1728107,19,2465451,2506186,GNG7,FLJ00058
8094,ILMN_1728121,1,156716292,156717299,OR10R2,OR1-8; OR10R2Q
8106,ILMN_1728228,19,62581948,62604597,ZNF548,FLJ32932
8107,ILMN_1728230,19,40125405,40127914,ZNF30,KOX28; FLJ20562; DKFZp686N19164
8117,ILMN_1728331,19,55985484,55990293,ACPT,
8119,ILMN_1728353,1,28169445,28287702,EYA3,DKFZp686C132
8120,ILMN_1728355,1,149493809,149506579,PSMD4,pUB-R5; Rpn10; AF-1; AF; ASF; MCB1; S5A
8121,ILMN_1728360,19,44582748,44582797,IXL,IXL; DKFZp434H247; MED29
8122,ILMN_1728403,21,32687800,32687849,C21orf119,PRED84; MGC14136
8125,ILMN_1728440,21,30886630,30887265,KRTAP6-3,KAP6.3
8140,ILMN_1728605,21,37367441,37497283,TTC3,TPRDIII; RNF105; DCRR1; DKFZp686M0150
8142,ILMN_1728632,1,150839762,150840186,LCE3C,LEP15; SPRL3A
8153,ILMN_1728710,19,58144505,58144554,LOC125893,MGC125619
8161,ILMN_1728765,1,242281184,242287397,ZNF238,RP58; ZBTB18; TAZ-1; C2H2-171
8165,ILMN_1728802,1,241485943,241730011,SDCCAG8,NY-CO-8; CCCAP; HSPC085
8171,ILMN_1728887,19,44308260,44361886,PAK4,
8174,ILMN_1728914,1,149247577,149274813,PRUNE,DRES-17; HTCD37
8175,ILMN_1728934,15,89310279,89338814,PRC1,MGC1671; ASE1; MGC3669
8183,ILMN_1729020,19,9185575,9186513,OR7D4,OR19-B; OR19-7; OR7D4P; hg105
8196,ILMN_1729167,15,80209616,80342159,EFTUD1,RIA1; FLJ13119; FAM42A; HsT19294
8197,ILMN_1729170,1,165288706,165326492,GPA33,MGC129987; MGC129986; A33
8199,ILMN_1729179,15,43481878,43613978,SPATA5L1,MGC5347; FLJ12286
8200,ILMN_1729180,15,43440616,43458272,GATM,AGAT
8201,ILMN_1729188,19,40465250,40467886,HAMP,HFE2B; LEAP1; LEAP-1; HEPC
8209,ILMN_1729237,1,201197627,201203027,CYB5R1,B5R.1; NQO3A2; humb5R2
8211,ILMN_1729272,21,46703240,46814049,DIP2A,DIP2; C21orf106
8212,ILMN_1729281,19,53814360,53825473,SPHK2,
8219,ILMN_1729374,19,56540222,56561484,ETFB,FP585; MADD
8228,ILMN_1729482,19,56020357,56026591,KLK15,ACO; HSRNASPH
8232,ILMN_1729509,1,152445807,152459897,C1orf43,HSPC012; DKFZp586G1722; S863-3; MGC111001; NICE-3
8234,ILMN_1729533,1,154828178,154830715,APOA1BP,MGC119145; MGC119143; AIBP
8236,ILMN_1729546,19,45938653,45938702,FLJ41131,MGC103014
8241,ILMN_1729617,1,102040721,102235136,OLFM3,NOE3; OPTIMEDIN
8244,ILMN_1729645,19,52415924,52427699,BBC3,PUMA; PUMA/JFY1; JFY1
8251,ILMN_1729748,1,31868055,31883064,PEF1,PEF1A; PEFLIN
8257,ILMN_1729801,1,151629132,151630173,S100A8,CFAG; 60B8AG; MRP8; CGLA; L1Ag; MIF; MA387; CAGA; CP-10; NIF; P8
8265,ILMN_1729874,19,14770986,14771948,OR7C1,CIT-HSP-146E8; OR7C4; TPCR86; HSTPCR86P; OR19-5
8266,ILMN_1729894,19,991116,1016424,ABCA7,ABCX; ABCA-SSN
8276,ILMN_1730002,19,6086710,6144112,ACSBG2,BGR; BRGL; DKFZp434K1635; MGC111089; PRTD-NY3
8281,ILMN_1730039,1,18306827,18577563,IGSF21,FLJ41177; RP11-121A23.1; MGC15730
8284,ILMN_1730077,15,38648829,38653953,RPUSD2,C15orf19; C18B11; FLJ31409
8288,ILMN_1730118,1,91153447,91260358,ZNF644,BM-005; MGC70410; MGC60165; Zep-2; KIAA1221
8297,ILMN_1730229,15,55455997,55630212,CGNL1,MGC138254; JACOP; KIAA1749; FLJ14957
8300,ILMN_1730291,1,167341559,167368584,ATP1B1,MGC1798; ATP1B
8302,ILMN_1730295,19,56646064,56653520,SIGLEC8,SIGLEC8L; SIGLEC-8; SAF2; MGC59785
8304,ILMN_1730307,19,822253,822253,THRAP5,THRAP5; DRIP92; MED16; TRAP95
8305,ILMN_1730325,1,153222441,153232211,FLAD1,RP11-307C12.7; MGC40255; MGC31803; FAD1; FADS; PP591
8314,ILMN_1730432,1,158327754,158335103,IGSF8,PGRL; CD81P3; EWI2; CD316
8337,ILMN_1730639,1,116320642,116413548,SLC22A15,DKFZp761G0313; FLIPT1; PRO34686
8339,ILMN_1730658,1,28935723,28968874,YTHDF2,HGRG8; NY-REN-2
8341,ILMN_1730670,19,627389,634392,FSTL3,FLRG; FSRP
8345,ILMN_1730709,19,522325,534492,BSG,EMMPRIN; OK; TCSF; M6; 5F7; CD147
8346,ILMN_1730710,1,111827495,111908120,ADORA3,AD026; RP11-552M11.7; A3AR; bA552M11.5
8348,ILMN_1730729,1,210604202,210604251,C1orf75,RP11-384C4.5; FLJ10874
8350,ILMN_1730734,19,11314494,11314543,UNQ501,MGC110858
8351,ILMN_1730740,1,158070888,158099071,VSIG8,
8355,ILMN_1730794,1,208472818,208483059,SERTAD4,DJ667H12.2
8356,ILMN_1730797,21,35081971,35343511,RUNX1,AMLCR1; PEBP2aB; EVI-1; CBFA2; AML1; AML1-EVI-1
8361,ILMN_1730818,19,4720152,4723531,C19orf30,PGSF1b; PGSF1a; PGSF1
8364,ILMN_1730842,1,196874424,196993168,PTPRC,CD45; LY5; T200; LCA; B220; GP180
8367,ILMN_1730867,19,776097,783017,AZU1,HBP; CAP37; NAZC; HUMAZUR; AZU; AZAMP
8371,ILMN_1730917,1,239762057,239825566,KMO,dJ317G22.1
8376,ILMN_1730945,19,18592697,18592746,C19orf4,BSMAP
8383,ILMN_1730999,1,184547411,184611383,TPR,
8386,ILMN_1731025,15,53497250,53587724,DYX1C1,EKN1; FLJ37882; MGC70618; DYX1; RD; DYXC1
8393,ILMN_1731064,1,225151860,225241869,CABC1,COQ8; ADCK3
8394,ILMN_1731073,1,228949753,229004372,CAPN9,nCL-4; GC36
8395,ILMN_1731086,15,74416202,74421871,ISL2,FLJ10160
8399,ILMN_1731135,19,8361301,8375318,RAB11B,H-YPT3; MGC133246
8406,ILMN_1731193,19,54860211,54868984,BCL2L12,MGC120315; MGC120314; MGC120313
8410,ILMN_1731215,1,109636510,109651186,MYBPHL,
8415,ILMN_1731240,15,47502751,47566815,FGF7,KGF; HBGF-7
8418,ILMN_1731293,1,57167473,57204276,C8B,
8420,ILMN_1731299,15,72074067,72127204,PML,PP8675; RNF71; MYL; TRIM19
8421,ILMN_1731314,19,15713203,15714153,OR10H3,MGC119149; MGC119147
8423,ILMN_1731343,1,54247094,54256444,LDLRAD1,
8433,ILMN_1731446,1,103114611,103346640,COL11A1,CO11A1; COLL6; STL2
8443,ILMN_1731525,1,35019377,35024554,GJB3,EKV; CX31; DFNA2; MGC102938; FLJ22486
8448,ILMN_1731568,19,11296094,11311321,RAB3D,RAD3D; D2-2; RAB16; GOV
8449,ILMN_1731596,15,88177793,88238206,AP3S2,sigma3b; AP3S3; FLJ35955
8453,ILMN_1731612,1,191251512,191295751,UCHL5,UCH37; CGI-70
8471,ILMN_1731777,1,155052166,155118266,NTRK1,MTC; TRK; TRK1; TRKA; p140-TrkA; DKFZp781I14186
8472,ILMN_1731783,1,116717405,116748917,ATP1A1,MGC3285; MGC51750
8480,ILMN_1731928,1,159032552,159064669,LY9,hly9; mLY9; CD229; SLAMF3
8490,ILMN_1732053,19,54303590,54303639,SNRP70,U1AP; RPU1; U1RNP; RNPU1Z; U170K
8492,ILMN_1732066,15,41772376,41778712,CKMT1A,UMTCK; CKMT1
8493,ILMN_1732071,1,148080395,148124826,HIST2H2BE,H2BFQ; MGC129733; H2B/q; GL105; MGC129734; H2B; H2B.1
8495,ILMN_1732089,19,13745964,13746013,MGC3207,
8498,ILMN_1732141,1,28029880,28050770,PPP1R8,NIPP-1; ARD1; PRO2047; NIPP1; ARD-1
8501,ILMN_1732150,15,62444266,62460755,KIAA0101,L5; p15(PAF); OEATC1; OEATC-1; NS5ATP9
8502,ILMN_1732151,21,46226091,46249391,COL6A1,OPLL
8503,ILMN_1732154,1,154878357,154895939,BCAN,BEHAB; MGC13038; CSPG7
8504,ILMN_1732158,1,169421012,169446648,FMO2,FMO1B1
8506,ILMN_1732182,1,11637019,11645971,FBXO44,Fbx44; FBG3; DKFZp781J0852; FBX30; Fbxo6a; MGC14140
8507,ILMN_1732187,19,53527597,53527646,FLJ10922,FLJ10922
8512,ILMN_1732296,1,23757012,23758570,ID3,HEIR-1
8516,ILMN_1732323,1,17404208,17445088,PADI1,PDI1; PDI; HPAD10
8529,ILMN_1732514,15,47235268,47409294,GALK2,GK2; MGC1745
8540,ILMN_1732688,15,46410913,46422862,DUT,dUTPase
8541,ILMN_1732717,19,55662700,55662749,LOC112703,FLJ27522; FLJ43757
8542,ILMN_1732720,19,59664788,59666706,LENG9,
8543,ILMN_1732722,1,28777173,28777222,TRSPAP1,PRO1902; FLJ20503; RP4-669K10.4; SECP43
8551,ILMN_1732799,1,206116942,206151306,CD34,
8556,ILMN_1732860,19,55261470,55261519,FLJ26850,MGC163416; MGC163414
8561,ILMN_1732919,19,59446085,59452979,LILRB5,LIR8; LIR-8; CD85C
8565,ILMN_1732981,19,40895670,40899780,ZBTB32,FAXF; FAZF; Rog; ZNF538; TZFP
8583,ILMN_1733254,15,88087677,88087726,LOC56964,
8584,ILMN_1733256,19,43557016,43566304,PSMD8,Nin1p; S14; HYPF; HIP6; MGC1660; p31
8585,ILMN_1733259,1,111827495,111908120,ADORA3,AD026; RP11-552M11.7; A3AR; bA552M11.5
8589,ILMN_1733298,1,12728750,12743688,C1orf158,RP11-474O21.4; DKFZp686C0236; MGC35194
8591,ILMN_1733311,15,53398425,53435137,PIGB,MGC21236
8594,ILMN_1733346,21,39739661,39809294,SH3BGR,21-GARP
8597,ILMN_1733366,19,12810348,12846765,MAST1,SAST170; SAST; KIAA0973
8601,ILMN_1733402,1,110254980,110273884,CSF1,MCSF; MGC31930
8603,ILMN_1733419,19,34994741,35007056,CCNE1,CCNE
8607,ILMN_1733441,1,149641824,149698565,POGZ,SUHW5; MGC71543; KIAA0461; ZNF635
8608,ILMN_1733462,1,119759268,119767181,HSD3B2,HSDB; HSDB3
8618,ILMN_1733560,15,63042417,63069304,SPG21,ACP33; MAST; BM-019; GL010
8622,ILMN_1733598,1,241718158,242080053,AKT3,PRKBG; PKBG; DKFZP434N0250; RAC-gamma; RAC-PK-gamma; STK-2
8624,ILMN_1733615,1,93317431,93375571,MTF2,dJ976O13.2; PCL2; M96; RP5-976O13.1
8632,ILMN_1733696,15,73718481,73728102,IMP3,BRMS2; MRPS4; C15orf12; FLJ10968; DKFZp586L0118
8634,ILMN_1733716,1,171844098,171905624,ANKRD45,MGC161633; MGC161631; RP3-436N22.4; FLJ45235
8641,ILMN_1733781,19,4255668,4274833,FSD1,MIR1; MGC3213; GLFND
8646,ILMN_1733831,1,228524015,228628098,PGBD5,FLJ11413; DKFZp761A0620
8650,ILMN_1733851,19,51842736,51842785,MGC15476,MGC15476; RRR1
8652,ILMN_1733861,1,155171257,155281786,ARHGEF11,KIAA0380; DKFZp667F1223; PDZ-RHOGEF; GTRAP48
8655,ILMN_1733874,1,155042659,155053250,SH2D2A,F2771; TSAd
8662,ILMN_1733932,15,73677763,73677812,RNUT1,KPNBL
8664,ILMN_1733947,19,18503568,18515383,FKBP8,FKBP38; FKBPr38
8670,ILMN_1733991,15,72525371,72540576,UBL7,TCBA1; MGC14421; BMSC-UbP
8676,ILMN_1734125,1,22011345,22024301,LDLRAD2,
8682,ILMN_1734229,15,48799462,48799511,SPPL2A,PSL2; IMP3
8683,ILMN_1734231,1,20850847,20860624,DDOST,OST; WBP1; KIAA0115; OST48
8684,ILMN_1734254,15,33058237,33058286,FLJ20582,FLJ20582; PRO1914
8692,ILMN_1734346,19,2035101,2050583,C19orf36,IMAGE:4215339
8694,ILMN_1734353,19,1055043,1057571,GPX4,snGPx; MCSP; PHGPx
8696,ILMN_1734366,1,150045173,150070972,RORC,MGC129539; RZRG; NR1F3; RORG; TOR
8703,ILMN_1734483,1,32603376,32632614,BSDC1,RP4-811H24.7; FLJ10276; DKFZp686B09139
8704,ILMN_1734486,1,182309649,182309698,C1orf19,sen15
8705,ILMN_1734496,1,26895109,26981188,ARID1A,BAF250; C1orf4; B120; P270; SMARCF1; BAF250a; BM029
8706,ILMN_1734542,1,111758461,111771922,OVGP1,CHIT5; EGP; OGP; MUC9
8712,ILMN_1734608,19,2847754,2895931,ZNF77,pT1
8714,ILMN_1734630,15,83160915,83217714,ALPK3,MAK; KIAA1330; MIDORI
8717,ILMN_1734660,19,10258650,10260198,ICAM4,LW
8728,ILMN_1734748,19,59796909,59804487,LILRA1,LIR-6; CD85I; LIR6; MGC126563
8736,ILMN_1734830,1,11768367,11788702,MTHFR,
8740,ILMN_1734878,19,47073030,47077279,CD79A,MB-1; IGA
8741,ILMN_1734893,15,86203986,86600982,NTRK3,TRKC; gp145(trkC)
8745,ILMN_1734950,15,72005842,72031531,LOXL1,LOXL; LOL
8754,ILMN_1735042,15,19804548,19885172,OR4N4,OR15-5; OR15-1
8762,ILMN_1735075,1,247167018,247179967,PGBD2,
8766,ILMN_1735143,1,28071642,28085783,C1orf38,ICB-1
8771,ILMN_1735168,19,60543066,60551300,SUV420H2,MGC2705
8773,ILMN_1735180,1,158579687,158595366,NCSTN,APH2; RP11-517F10.1; KIAA0253
8778,ILMN_1735260,1,11008649,11029883,MASP2,sMAP; MASP-2; MAP19
8787,ILMN_1735365,1,34993235,34996700,GJB5,CX31.1
